Chinese,English,File,Line
"本地启动项目","Start a project locally",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,62
"开发服务器默认运行在","The development server runs by default on",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,69
"如修改过端口","If the port has been modified",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,69
"请将","please change",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,69
"换成你的实际端口","Replace it with your actual port",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,69
"主要用途","Main purpose",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,71
"查看站点概况","View site overview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,73
"内容结构","Content structure",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,73
"近期文章等","Recent articles, etc.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,73
"编辑站点信息","Edit site information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,74
"侧栏","sidebar",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,74
"内页文案","Internal page copywriting",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,74
"文章管理与可视化写作","Article management and visual writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,75
"浏览图片资源","Browse image resources",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,76
"复制可用路径","Copy available paths",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,76
"查看结构化诊断","View structured diagnostics",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,77
"做发布前检查","Do pre-release checks",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,77
"导入与导出主题设置","Import and export theme settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,78
"便于迁移和备份","Easy migration and backup",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,78
"主要页面","main page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,80
"是后台首页","It is the backend homepage",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,84
"可查看站点内容数量","Number of site contents that can be viewed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,84
"近期更新","Recent updates",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,84
"后台入口等","Backstage entrance, etc.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,84
"入口仅开发环境可见","The entrance is only visible to the development environment",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,84
"本页面可选对访客开放","This page is optional and open to visitors",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,86
"页面内的","within the page",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,86
"开关控制","switch control",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,86
"管理主题级配置","Manage topic-level configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,90
"方便在","Convenient in",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,90
"后快速调整站点基础设置","Quickly adjust site basic settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,90
"具体内容详见","For details, see",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,92
"配置指南","Configuration Guide",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,92
"是内容管理与可视化写作入口","It is the entrance to content management and visual writing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,96
"可以集中查看和维护站点的写作内容","Can centrally view and maintain the writing content of the site",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,96
"使用指南","User Guide",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,98
"可浏览图片资源","Browsable image resources",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,102
"核对图片信息","Check image information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,102
"并复制可用于配置或内容字段的路径","and copy the path that can be used for configuration or content fields",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,102
"目前定位接近资源浏览器","Currently positioned close to the resource browser",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,104
"暂不支持压缩","Compression is not supported yet",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,104
"删除或替换文件","Delete or replace files",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,104
"需要换图时","When you need to change the picture",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,105
"先把图片放到项目约定目录","First put the pictures in the project agreed directory",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,105
"再回到对应页面选择或填写路径","Go back to the corresponding page to select or fill in the path.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,105
"会把内容","will put the content",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,109
"配置","Configuration",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,109
"图片引用和约定风险整理成诊断结果","Image references and agreed risks are organized into diagnostic results",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,109
"这个页面不直接修改文件","This page does not modify files directly",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,111
"发现问题后","After discovering the problem",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,111
"再回到","back again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,111
"或源码里处理","Or process it in the source code",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,111
"负责导入或导出主题设置","Responsible for importing or exporting theme settings",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,115
"导出适合做迁移或备份","Export is suitable for migration or backup",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,115
"导入会先走预检","The import will be pre-checked first.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,115
"再确认写入","Confirm writing again",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,115
"它处理的是","it deals with",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,117
"管理的主题配置数据","Managed topic configuration data",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,117
"不处理文章内容","Do not process article content",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,117
"这些就是目前","These are the current",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,120
"的主要入口和功能","The main entrance and functions of",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,120
"如果你有更多想法或建议","If you have more ideas or suggestions",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,120
"欢迎提交","Submissions are welcome",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/admin-console-guide.md,120
"代码高亮测试","Code highlighting test",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,2
"测试不同编程语言的语法高亮效果","Test the syntax highlighting effects of different programming languages",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,3
"测试","test",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,5
"本文测试主题对各种编程语言的代码高亮支持","This article tests the topic’s code highlighting support for various programming languages.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,19
"代码高亮使用","Use code highlighting",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,113
"种编程语言","programming language",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/code-highlight-test.md,113
"说明","illustrate",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,3
"在开发环境下的内容类型","(translation failed)",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,3
"列表查找","list search",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,3
"编辑预览与下载删除等能力","Ability to edit, preview, download and delete",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,3
"提供一个本地","provide a local",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,10
"用于在开发环境中管理站点的写作内容","Writing content for managing sites in a development environment",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,10
"的入口是","The entrance is",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"它覆盖随笔","it covers essay",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"小记","Notes",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"关于四类内容的浏览","Browsing about four categories of content",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"查找","Find",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"编辑与预览","Edit and Preview",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"并支持新建草稿","and supports creating new drafts",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"下载源文件与删除","Download source files and delete",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"便于在不直接手写","Convenient for handwriting when not directly",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"的情况下维护内容","Maintain content in case of",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,12
"开发环境","development environment",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,14
"及其编辑页仅在开发环境可操作","and its editing page are only operable in the development environment",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/content/essay/content-console-guide.md,15
